# Plan 1: AttentionMIL with CORAL Loss
epoch,train_loss,valid_loss,f1_macro,kappa,mae,learning_rate
126,0.198131,0.351978,0.2574,0.3106,0.7500,1e-08
127,0.197726,0.335639,0.2665,0.3599,0.6929,1e-08
128,0.193265,0.343096,0.2372,0.3207,0.7500,1e-08
129,0.196621,0.302853,0.3414,0.4147,0.6786,1e-08
130,0.199462,0.345946,0.2825,0.3095,0.7357,1e-08
131,0.199221,0.326835,0.2871,0.4049,0.7357,1e-08
132,0.180924,0.319818,0.2879,0.3148,0.7429,1e-08
133,0.181548,0.311360,0.2713,0.4686,0.6429,1e-08
134,0.193534,0.325582,0.2685,0.4087,0.6929,1e-08
135,0.201667,0.304120,0.2008,0.5182,0.7000,1e-08
136,0.200548,0.312597,0.3236,0.4536,0.6857,1e-08
137,0.184976,0.324013,0.2737,0.2711,0.7786,1e-08
138,0.192206,0.361431,0.1862,0.3613,0.7786,1e-08
139,0.191300,0.358403,0.1856,0.2130,0.8071,1e-08
140,0.183729,0.291118,0.1949,0.4742,0.6643,1e-08
141,0.188713,0.353632,0.2620,0.3367,0.7786,1e-08
142,0.184468,0.331463,0.2002,0.2926,0.7786,1e-08
143,0.189465,0.309773,0.2992,0.4651,0.7214,1e-08
144,0.185015,0.318909,0.4067,0.5150,0.6214,1e-08
145,0.187381,0.324756,0.2803,0.4283,0.6714,1e-08
146,0.206346,0.327489,0.2148,0.4199,0.7214,1e-08
147,0.190880,0.331665,0.2599,0.3740,0.7143,1e-08
148,0.189327,0.307061,0.2422,0.4392,0.6929,1e-08
149,0.192502,0.306196,0.2051,0.4431,0.7143,1e-08
150,0.179658,0.333068,0.3413,0.3632,0.7214,1e-08
151,0.202660,0.309652,0.2499,0.4948,0.6500,1e-08
152,0.206621,0.310646,0.3083,0.5328,0.6571,1e-08
153,0.192597,0.289964,0.2533,0.5488,0.6357,1e-08
154,0.190165,0.320702,0.2299,0.4079,0.7214,1e-08
155,0.186177,0.324520,0.2086,0.4381,0.6857,1e-08
156,0.194798,0.343450,0.2305,0.3724,0.7571,1e-08
157,0.186527,0.303044,0.2350,0.4497,0.6786,1e-08
158,0.182574,0.324410,0.2297,0.4589,0.6714,1e-08
159,0.182409,0.344178,0.1666,0.2160,0.8000,1e-08
160,0.196950,0.338664,0.2530,0.3295,0.7571,1e-08
161,0.200217,0.322423,0.2610,0.4065,0.7286,1e-08
162,0.192308,0.312506,0.2225,0.3822,0.7357,1e-08
163,0.196979,0.317172,0.2413,0.3327,0.7429,1e-08
164,0.193700,0.306085,0.1744,0.4265,0.7071,1e-08
165,0.190025,0.346941,0.2387,0.3301,0.7571,1e-08
166,0.186521,0.339338,0.2206,0.3513,0.7643,1e-08
167,0.189915,0.306400,0.2457,0.4765,0.6643,1e-08
168,0.189935,0.325090,0.2663,0.4376,0.6857,1e-08
169,0.183042,0.302923,0.2527,0.3660,0.7000,1e-08
170,0.186492,0.314254,0.2733,0.4137,0.7286,1e-08
171,0.187994,0.292146,0.2348,0.4348,0.7000,1e-08
172,0.185620,0.313666,0.3172,0.4571,0.6786,1e-08
173,0.191765,0.322417,0.2889,0.3945,0.6786,1e-08
174,0.185823,0.328350,0.2679,0.4407,0.6929,1e-08
175,0.189077,0.320657,0.1683,0.3598,0.7500,1e-08
176,0.196936,0.324968,0.2740,0.4284,0.7071,1e-08
177,0.185649,0.349401,0.2676,0.3728,0.7643,1e-08
178,0.177182,0.328579,0.3000,0.4259,0.7071,1e-08
179,0.203012,0.317267,0.2344,0.4272,0.6786,1e-08
180,0.191643,0.316065,0.3270,0.4845,0.6286,1e-08
181,0.171897,0.340921,0.2735,0.3192,0.7643,1e-08
182,0.186664,0.329110,0.1896,0.3121,0.7143,1e-08
183,0.187422,0.296896,0.2654,0.5335,0.6143,1e-08
184,0.190520,0.306976,0.2436,0.4218,0.6714,1e-08
185,0.187037,0.296252,0.2479,0.4775,0.6571,1e-08
186,0.195299,0.299499,0.3038,0.5146,0.6929,1e-08
187,0.195713,0.333527,0.2205,0.3373,0.7357,1e-08
188,0.196697,0.354926,0.2541,0.2870,0.7643,1e-08
189,0.185812,0.333355,0.2183,0.3734,0.7500,1e-08
190,0.193613,0.340195,0.2237,0.3771,0.7429,1e-08
191,0.198054,0.347476,0.2555,0.4152,0.7000,1e-08
192,0.199833,0.317074,0.2296,0.4800,0.6786,1e-08
193,0.191542,0.319579,0.2628,0.3764,0.7571,1e-08
194,0.179406,0.307136,0.3033,0.4744,0.6857,1e-08
195,0.197298,0.375317,0.1569,0.2459,0.8429,1e-08
196,0.199466,0.311955,0.2075,0.4134,0.7143,1e-08
197,0.194894,0.344757,0.2110,0.3323,0.7214,1e-08
198,0.190558,0.325947,0.2546,0.4041,0.6714,1e-08
199,0.189489,0.335701,0.1914,0.3518,0.7357,1e-08
200,0.197623,0.309497,0.2516,0.4702,0.6571,1e-08
