Epoch,Train_Loss,Valid_Loss,Valid_Kappa,Valid_Acc,LR
89,0.5372702835089525,1.8092734525491903,0.4678362573099416,0.4725274725274725,7.8125e-07
90,0.5112928407338866,1.8168772681728824,0.4358959504084352,0.45054945054945056,7.8125e-07
91,0.5314373635349622,1.865774006633968,0.473570780399274,0.4725274725274725,7.8125e-07
92,0.5465637442734356,1.842308833048894,0.4459016393442623,0.4835164835164835,7.8125e-07
93,0.5042770084053074,1.8251364519307902,0.478330658105939,0.4945054945054945,7.8125e-07
94,0.5449943193542115,1.8215984328762516,0.45234137674098696,0.4725274725274725,7.8125e-07
95,0.5009448924748936,1.8194489138466972,0.4574638844301766,0.4835164835164835,3.90625e-07
96,0.5060862310926572,1.8709168276944004,0.488881247134342,0.4835164835164835,3.90625e-07
97,0.5569540525623226,1.8454912128029288,0.4940097449125824,0.4945054945054945,3.90625e-07
98,0.5283832942434759,1.821968403491345,0.4784807281717046,0.4175824175824176,3.90625e-07
99,0.4739359644388012,1.7985585312266925,0.42528535836375225,0.46153846153846156,3.90625e-07
100,0.5456917845306745,1.8340602235479668,0.4676513176947582,0.4835164835164835,3.90625e-07
