# Model: UNetHeatmapModel (512px, Transfer), Loss: MSELoss
epoch,train_loss,valid_mre,learning_rate
185,0.000094,4.3111,1e-05
186,0.000094,4.2663,1e-05
187,0.000094,4.2834,1e-05
188,0.000093,4.2735,1e-05
189,0.000092,4.2758,1e-05
190,0.000093,4.2736,2.0000000000000003e-06
191,0.000092,4.2660,2.0000000000000003e-06
192,0.000092,4.2758,2.0000000000000003e-06
193,0.000091,4.2630,2.0000000000000003e-06
194,0.000092,4.2585,2.0000000000000003e-06
195,0.000091,4.2544,2.0000000000000003e-06
196,0.000092,4.2611,2.0000000000000003e-06
197,0.000092,4.2591,2.0000000000000003e-06
198,0.000091,4.2520,2.0000000000000003e-06
199,0.000092,4.2469,2.0000000000000003e-06
200,0.000091,4.2570,2.0000000000000003e-06
